,Area Name:,Latitude,Longitude
5768,"Loch Lomond, West Highland Way Boulders",6.253,-4.694
5769,Portnaluchaig,6.937,-5.865
5770,Arrochar Caves,6.224,-4.737
5771,Katrine Boulder,6.277,-4.567
5772,Narnain Boulders,6.211,-4.788
5773,Succoth Boulder,6.215,-4.745
5774,Succoth Boulders,6.214,-4.747
5775,Glen Croe,6.201,-4.811
5776,Glen Croe Boulders (Southside),6.199,-4.814
5777,Stronachlachlar,6.257,-4.598
5778,Dave's Boulder,6.479,-4.250
5779,Argyle Forest Boulder,6.205,-4.761
5780,Kennedy Boulder,6.193,-4.824
5781,Leepers Range 'The Butt',6.175,-4.903
5782,Glen Ogle Boulders,6.403,-4.308
5783,Loch Buie,6.353,-5.850
5784,Coilessan (Blaeberry World),6.162,-4.831
5785,Creag Bhuidhe (Laggan),7.004,-4.276
5786,Laggan Bunkhouse Boulder,7.018,-4.280
5787,Boulders at foot of Beinn Mór (Ben More),6.461,-6.041
5788,Creagan Soilleir,7.031,-4.279
5789,Derry Boulder,6.392,-4.207
5790,Carrick Castle,6.115,-4.937
5791,Trossachs Boulders,6.232,-4.449
5792,The Anvil,6.113,-4.887
5793,Ben Venue Car Park Rocks,6.229,-4.422
5794,Clach Damh (Loch Lubnaig),6.289,-4.302
5795,Achray Blocs,6.228,-4.415
5796,Achray Wall,6.228,-4.414
5797,Sanna Beach Bouldering,6.739,-6.182
5798,Ben Ledi Boulders,6.266,-4.315
5799,Bay MacNeil Beach,6.731,-6.208
5800,Gribun Boulders,6.448,-6.128
5801,St. Bride's Wall,6.260,-4.284
5802,Ardnamurchan Point,6.727,-6.226
5803, Glen Lednock Boulders,6.433,-4.066
5804,Balnacoul Castle Boulders,6.420,-4.051
5805,Glen Massan,6.036,-5.024
5806,"Glen Lednock, Creag na h-Iolaire",6.417,-4.025
5807,Weem Crags,6.627,-3.893
5808,Lower Glen Lednock,6.393,-4.008
5809,Gleann Liath Boulders,7.271,-4.451
5810,Kingussie Crag,7.089,-4.066
5811,The White Dyke,7.294,-5.723
5812,Hallival Boulders,6.979,-6.278
5813,Loch Na Creag,6.588,-3.824
5814,Camas Malag,7.197,-6.001
5815,Drum Boulder,7.328,-4.491
5816,Samson's Stone,6.376,-3.904
5817,Faskaly Wood,6.711,-3.761
5818,Kintra,6.345,-6.329
5819,Craig More (Crieff),6.349,-3.854
5820, Rooftown/Ruadha nan Eallachan,7.317,-4.277
5821,Kishorn Boulders,7.404,-5.646
5822,Stronend Boulder,6.074,-4.216
5823,Fionnphort,6.329,-6.363
5824,Fidden,6.317,-6.355
5825, Ruthven Boulder,7.320,-4.267
5826,The Whangie,5.994,-4.420
5827,Garloch Rock,6.022,-4.327
5828,Coire nan Arr boulders,7.414,-5.650
5829,Ashie Fort,7.353,-4.327
5830,Craigmore North,5.996,-4.385
5831,Eilean a Ghearrain,6.307,-6.372
5832,An Sguman,7.187,-6.230
5833,Gargunnock boulders,6.112,-4.083
5834, Dumbarton Rock,5.938,-4.565
5835,Craigmore,5.989,-4.360
5836, Brin Rock,7.334,-4.223
5837,Sanctuary Cave,7.422,-5.704
5838,Erraid Crags,6.289,-6.382
5839,Coire Lagan Boulders,7.205,-6.237
5840,The Cake Shop Block (Creag Ghlas-uaine),7.136,-3.871
5841,Ghrunnda Boulders,7.197,-6.254
5842,Duntelchaig,7.355,-4.257
5843,Pillar Crag,5.986,-4.340
5844,Poll Creadha Boulders,7.403,-5.810
5845,Creag na h-Eighe,6.629,-3.617
5846,Harta-Caisteal Leaning Wall,7.236,-6.207
5847,Pinnacle Crag,7.359,-4.247
5848,Dunellan Crag,5.957,-4.407
5849,Wangie,5.993,-4.295
5850,Dun Dubh,6.642,-6.595
5851,Bowling,5.932,-4.493
5852,Culnamean,7.199,-6.276
5853,Wolfcrag Quarry,6.160,-3.950
5854, Camusteel Beach boulder,7.412,-5.819
5855,Craigton,5.959,-4.376
5856,Loch Gamhna Boulders,7.140,-3.837
5857,Rothiemurchus Deer Farm,7.148,-3.845
5858, Barry Valley,7.359,-4.217
5859,Farr Boulder,7.351,-4.195
5860,"Dunkeld, Cave Crag",6.577,-3.600
5861,Dunlichity Crag,7.370,-4.235
5862,Glamaig Boulder,7.292,-6.148
5863,Mugdock Roadside Boulders,5.969,-4.313
5864,Mill bay crag,5.904,-5.655
5865,Creagan A'Mhuilinn,7.157,-3.836
5866,Kelpie Boulders,7.356,-4.178
5867,Farr farr in die Autobahn bloc,7.370,-4.210
5868,Cochno Stones/Auchnacraig,5.935,-4.397
5869,Vaccine,7.450,-4.445
5870, Black Linn Blocks,5.967,-4.284
5871,Hallaig,7.373,-6.003
5872,Cambusbarron Quarry (aka Thorntons Quarry),6.107,-3.976
5873,Waterfall Boulder,7.194,-3.858
5874,Lennoxtown Boulders,5.977,-4.241
5875,Cuca Boulder,7.187,-3.841
5876,Creag nam Mial,6.669,-3.546
5877,The Burnside Jumble,7.196,-3.849
5878,Aviemore Bridge,7.185,-3.830
5879,Campsie Boulders,5.987,-4.199
5880,Dam Third,6.081,-3.997
5881,Burnside Bouldering Wall,7.198,-3.844
5882,Craigmaddie,5.959,-4.266
5883,Third Dome,6.076,-4.000
5884,Craig Minnan,5.841,-4.680
5885,Annat Boulders,7.532,-5.506
5886,Screapadal Path Boulders Raasay,7.410,-6.020
5887, Torridon Celtic Jumble,7.543,-5.499
5888,Colonsay,6.066,-6.254
5889,Sully's boulder,7.554,-5.422
5890,The Balgy Boulder,7.527,-5.609
5891,The Mast (Hospital Bloc),7.455,-4.289
5892,Craig Pityoulish,7.203,-3.777
5893,Am Fuar-meheallan,7.557,-5.423
5894,Angie's Barn,7.526,-5.639
5895,Sand Bay,7.475,-5.865
5896,The Mast (Zig Zag Boulders),7.461,-4.285
5897,Torridon Village Boulders,7.551,-5.524
5898,Meig Crag,7.562,-4.733
5899,Link Boulder (Clach Bharraig),7.142,-3.674
5900, Clochoderick Stone,5.817,-4.597
5901,Scatwell Boulder,7.568,-4.707
5902,Inveralligin Sea-Cliff,7.553,-5.610
5903,Craig Phadraig,7.477,-4.268
5904,Ciste Crag,7.143,-3.652
5905,Gold Dance Boulders,7.571,-4.680
5906,Scorguie Boulders,7.481,-4.265
5907, Auchinstarry Quarry,5.970,-4.054
5908,Coire Laogh Mor Boulders,7.142,-3.639
5909,Ocean-Going Cliff,7.467,-6.002
5910,Windyhill Quarry,5.820,-4.501
5911,Glen Marksie boulder,7.581,-4.696
5912,Clachnaharry Boulders,7.488,-4.262
5913,Glenmarksie Crag,7.585,-4.705
5914,Port Laire Crag,7.555,-5.681
5915,INN DEEP - Bridge NW,5.875,-4.280
5916, Andromeda's Stane,5.831,-4.420
5917, Moy Rock (Dingwall),7.560,-4.519
5918, Fontforth,6.069,-3.831
5919,Na Huranan,7.292,-6.400
5920,Lion Rock,5.753,-4.903
5921,Kessock Bridge Boulders,7.510,-4.227
5922,Conglomeration,5.721,-5.269
5923,The Arch (Applecross),7.576,-5.797
5924,Nethy Station,7.264,-3.658
5925,Cuningar Loop,5.841,-4.201
5926,Powmill Quarry,6.159,-3.599
5927,Neilston Quarry,5.771,-4.434
5928,Tom Riach Boulder,7.483,-4.038
5929,Court Knowe Quarry,5.812,-4.255
5930,Fallen Rocks,5.687,-5.176
5931,Clach A' Chait,5.688,-5.313
5932,Lynn Glen,5.697,-4.736
5933,Roadside Boulder,7.004,-3.346
5934,Sannox Boulders,5.662,-5.187
5935,Coire Nan Ceum,5.663,-5.218
5936,Rocking Stone,5.657,-5.149
5937,Carn Liath,7.524,-6.184
5938,Inchbae,7.691,-4.728
5939,Cat Stone,5.652,-5.149
5940,Clach an Fhion,5.649,-5.143
5941,Tiree bouldering,6.450,-6.934
5942,Clach Bhan,7.132,-3.385
5943, Old Road Boulders,7.690,-5.577
5944,Gigha Bouldering,5.695,-5.745
5945,Clach Dhruim a Charn (Arran),5.631,-5.139
5946,The Roof Boulder,5.629,-5.139
5947, Ley Quarry,6.526,-3.208
5948,Glen Rosa Boulders,5.626,-5.216
5949,Craigencat Quarry,6.142,-3.448
5950,Moulzie outcrops,6.888,-3.187
5951,Cairney Hill Quarry ,5.880,-3.824
5952, Red Craig (Glen Clova),6.867,-3.157
5953,The Mushroom,5.602,-5.135
5954,Bishop Hill,6.225,-3.316
5955, Boustie Ley - Corrie Bonhard,6.864,-3.127
5956,Limekilns,6.037,-3.494
5957,"Loch nam Breac, Gairloch, Ross & Cromarty",7.740,-5.670
5958,Sanaigmore,5.854,-6.412
5959,"Gairloch coast, Ross & Cromarty, Highland",7.733,-5.763
5960,Skinidin,7.435,-6.627
5961,Rosyth Quarry,6.036,-3.406
5962,Findhorn Gorge,7.528,-3.670
5963,Saligo Bay,5.810,-6.457
5964,Old Strathaven Railway Pillar,5.678,-4.053
5965,Flodigarry,7.674,-6.253
5966,Bell Rock,6.048,-3.300
5967,Port Charlotte,5.737,-6.378
5968,Machair Bay South,5.770,-6.457
5969,Ratho Quarry,5.923,-3.397
5970,Craigpark Quarry,5.922,-3.398
5971, Eagle Rock,5.983,-3.309
5972,Craig Corn Arn,7.055,-2.982
5973,Craiglug,6.353,-2.966
5974,Ravenscraig,6.118,-3.134
5975,Vat Burn,7.087,-2.956
5976,Kildonan Boulders,5.443,-5.130
5977,Ben Rinnes,7.407,-3.251
5978,Lossit Bay Bouldering,5.713,-6.494
5979,Corstorphine Boulders,5.959,-3.277
5980,Rhue Blocks,7.926,-5.213
5981,The Hollow,7.927,-5.219
5982,Ardmair Beach,7.929,-5.199
5983,Cnoc Bhreac,7.931,-5.177
5984,Mauchline Gorge,5.500,-4.360
5985,Ardmair Crags,7.938,-5.183
5986,Old Railway Bridge,5.941,-3.262
5987,Newhaven Sea Wall,5.980,-3.204
5988,Port a Reidhleinn,5.685,-6.513
5989,Lag Mhor,5.683,-6.513
5990, Overhanging Wall Area,5.671,-6.488
5991,Cho Beag Slab,5.674,-6.499
5992,Largo Law,6.234,-2.926
5993, Wester Craiglockhart Hill,5.919,-3.237
5994, Lauriston Boulder,5.944,-3.203
5995,Dunure Cave,5.405,-4.760
5996,Graham Brown House (GBH),5.947,-3.186
5997, Marchmont Tenements,5.938,-3.195
5998,East Meadows Play Park,5.941,-3.184
5999,Cave X,5.397,-4.769
6000, Salisbury Crags,5.944,-3.170
6001,Corbie's Craig,5.921,-3.193
6002,Croy Shore Caves,5.390,-4.772
6003,Blackford Quarry,5.920,-3.188
6004,Agassiz Rock,5.919,-3.187
6005,JCMB,5.922,-3.174
6006,Barra Airport Wall,7.016,-7.431
6007,Clach Mhor nan Glennan Boulder,7.015,-7.439
6008,Craigs of Kyle,5.407,-4.483
6009,Glen Esk Boulders,6.884,-2.715
6010,Maiden Rock,6.332,-2.767
6012, Hollin Hill,3.271,-1.241
6013,Anston Stones Wood,3.344,-1.209
6014,Pleasley Park Quarry,3.185,-1.234
6015,Forge Lane Quarry,3.184,-1.234
6016,William hollins boulder,3.180,-1.229
6017,Vale View Boulder,3.179,-1.228
6018,Pleasley Chimney Wall,3.178,-1.230
6019,Pleasley Vale,3.181,-1.212
6020,Meden Trail Tunnel Pleasley,3.177,-1.230
6021,Red and Black Crag,3.282,-1.498
6022, Roche Abbey,3.404,-1.186
6023,New Heeley Boulder,3.362,-1.471
6024, Boston Castle,3.418,-1.354
6025,School crags,3.423,-1.213
6026,Furnival Gate,3.378,-1.472
6027,Cemetery Park Boulder,3.370,-1.483
6028, Sharrow View Flats,3.367,-1.488
6029,Stone Edge,3.201,-1.492
6030, Broomgrove Road Wall,3.374,-1.493
6031, Southbourne Road Walls,3.374,-1.500
6032, Odeon Quarry,3.134,-1.200
6033,Mushroom Lane,3.384,-1.490
6034,Crewe Flats,3.373,-1.503
6035,Ponderosa Boulder,3.385,-1.490
6036,Endcliffe Student Village,3.372,-1.508
6037, Eastwood Rocks,3.164,-1.463
6038,Mervyn Stutter,3.171,-1.481
6039,Langsett Crescent Park Boulder,3.396,-1.493
6040,Bole Hill Recreation Ground,3.389,-1.510
6041,Droppingwell Quarry,3.440,-1.408
6042,Demonsdale,3.157,-1.477
6043, Turningstone Edge,3.154,-1.488
6044, Cookson Park Boulder,3.417,-1.489
6045, Hooton,3.465,-1.264
6046, Bradley Edge and Quarry,3.158,-1.498
6047,Bell Hagg,3.378,-1.545
6048,Harland Edge,3.210,-1.561
6049,Birchen Edge,3.251,-1.583
6050, Barncliffe Quarry,3.375,-1.550
6051,Gun Rock,3.242,-1.581
6052,Ravensnest Tor,3.144,-1.484
6053,Houndkirk Tor,3.328,-1.584
6054,Chatsworth Edge,3.244,-1.588
6055, Gardom's Edge,3.255,-1.594
6056,The Ox Stones,3.345,-1.584
6057,Fox Hagg,3.374,-1.567
6058,Burbage South Edge,3.327,-1.599
6059,Dobb Edge,3.241,-1.599
6060,White Edge,3.299,-1.607
6061,Burbage Brook,3.319,-1.604
6062,Victoria Avenue Road Bridge,2.212,0.124
6063,Histon Road Recreation Boulder,2.218,0.110
6064,Fen Ditton Railway Bridge (The Was),2.218,0.181
6065,The Green Man Bridge,1.867,0.247
6066,Crumps Farm Bridge,1.867,0.302
6067,Church Lane Bridge,1.867,0.303
6068,End of the Line Bridge,1.861,0.387
6069,Broken Bridge,1.865,0.417
6070, Bromham Hall Gateposts,2.152,-0.503
6071, Broomhills Ind Est,1.878,0.534
6072,Disused Railway Bridge Braintree,1.874,0.532
6073,London Road Bridge,1.875,0.546
6074,Sewer Wall Braintree,1.890,0.577
6075,D H plane,1.768,-0.236
6076,Finedon Slabs,2.341,-0.660
6077,Widwal Slabs,1.711,0.448
6078,Gnomon,2.050,-0.736
6079,Newland Road,1.637,0.425
6080, Troll Wall,2.065,-0.819
6081,Fairlop Boulders,1.598,0.104
6082, Bo Selecta,1.846,0.944
6083,Mabley Green Boulder,1.549,-0.033
6084,Slawston Bridge,2.532,-0.849
6085,The Rainham Boulder,1.521,0.197
6086,Shoreditch Park Boulder,1.534,-0.087
6087,Mile End Urban Adventure Boulder,1.520,-0.033
6088,Rainham Marshes Boulders,1.488,0.230
6089,Pointers Field boulder,2.648,1.285
6090,Ashlawn road railway bridge (disused),2.354,-1.244
6091,Catesby road railway bridge (disused),2.361,-1.246
6092, Leicester (Buildering),2.636,-1.134
6093,Napton Hill Doggers,2.249,-1.333
6094, Froanes Hill (Rawsons Pit Old Enderby Quarry),2.594,-1.212
6095,Croft Crags,2.558,-1.248
6096,Rothley Brook Bridge,2.714,-1.125
6097,Mountsorrel Crags,2.729,-1.139
6098, Mountsorrel Quarry,2.730,-1.149
6099,Nunckley Quarry,2.723,-1.158
6100,Stable Pit (Bradgate Park Crags),2.685,-1.211
6101,Wishing-Stone Crag (Bradgate Park Crags),2.685,-1.223
6102,Burton Dassett Hills,2.165,-1.421
6103,Old Wood,2.676,-1.236
6104,Sliding Stone Crag (Bradgate Park Crags),2.697,-1.217
6105, Fry's Hill Park Pinnacle,1.717,-1.203
6106,The Oxford Boulder,1.717,-1.204
6107,Forest Rock,2.722,-1.214
6108,Windmill Hill,2.724,-1.222
6109,Hangstone Rocks,2.733,-1.227
6110, Markfield Quarry,2.689,-1.282
6111, Beacon Hill,2.729,-1.249
6112,Altar Stones,2.694,-1.285
6113, Caludon Castle,2.418,-1.452
6114,Radford Railway Viaduct No 33A (disused),2.281,-1.484
6115, The Outwoods,2.746,-1.240
6116,Buck Hill,2.739,-1.247
6117, The Charterhouse,2.401,-1.494
6118, The Grotto (Crag X),1.438,-0.939
6119,Timberwood Hill,2.729,-1.303
6120,Bardon Hill,2.714,-1.321
6121,High Street Bridge,2.284,-1.532
6122,Bath Place Viaducts,2.285,-1.534
6123,Warren Hills,2.729,-1.319
6124,Oaks Pinnacle,2.740,-1.310
6125,Morley Quarry,2.757,-1.296
6126, Compton Verney,2.173,-1.546
6127,Blackbrook Reservoir,2.750,-1.313
6128,High Tor,2.739,-1.328
6129, Rocks Inn,1.166,0.140
6130,Milverton Section,2.297,-1.562
6131,Whitwick Quarry,2.739,-1.341
6132,Ratchet Hill,2.743,-1.339
6133,High Sharpley,2.749,-1.336
6134,Gibbet Hill Middle Quarry,2.374,-1.554
6135, Birchcope Shaw Rocks,1.156,0.135
6136,Warwick Sport Rock Garden,2.382,-1.558
6137, The Warp Pipe,2.381,-1.560
6138, Bassett's Farm Rocks,1.152,0.131
6139, Cademan Wood and Broad Hill,2.749,-1.357
6140,Woodcote Lane Bridge,2.322,-1.584
6141,Trent Bridge Walls and Tunnels,2.938,-1.135
6142,Grace Dieu Boulder,2.754,-1.362
6143,Corley Rocks,2.464,-1.554
6144,Woodloes Lane Bouldering,2.309,-1.596
6145,Toad Rocks (Denny Bottom Rocks),1.134,0.240
6146,The Standlake Boulder,1.724,-1.419
6147, Bulls Hollow Rocks,1.133,0.241
6148, Mount Edgcumbe Rocks,1.132,0.255
6149, Happy Valley Rocks,1.130,0.235
6150, Pilgrim's Walls,1.229,-0.601
6151, High Rocks Annexe,1.125,0.231
6152, High Rocks Continuation Wall,1.124,0.232
6153, High Rocks,1.122,0.226
6154, Ramslye Farm Rocks,1.119,0.239
6155,Terrace Wall,2.936,-1.195
6156,Greetwell Quarry,3.238,-0.496
6157, Harrison's Rocks,1.102,0.188
6158, Eridge Green Rocks,1.099,0.219
6159,Standen Rocks,1.098,-0.021
6160,Stone Farm East,1.097,-0.025
6161, Stone Farm,1.096,-0.030
6162,Hemlock Stone Crags,2.944,-1.260
6163, West Hoathly North Rocks,1.085,-0.060
6164, Bowles Rocks,1.075,0.199
6165,Stoney Clouds,2.935,-1.293
6166,Acresford quarry,2.716,-1.552
6167,Ticknall Lime Yards,2.811,-1.468
6168,Ebrington Hill,2.082,-1.728
6169, Balcombe Mill Rocks,1.058,-0.120
6170,Rocks Lane Rocks,1.057,-0.137
6171,Sandhole Wood Quarry,1.052,-0.096
6172,Carver's Rocks,2.801,-1.510
6173, Tubwell Farm Rocks,1.039,0.182
6174,Nutbrook Derby Bridge Walls,2.967,-1.325
6175,Robo's Bridge,2.469,-1.759
6176, Under Rockes,1.016,0.216
6177,Kettle Brook Bridge,2.630,-1.690
6178,Lampool Farm Rocks,1.012,0.083
6179,Elephant rock continuation,0.978,0.096
6180, Odeon Quarry,3.134,-1.200
6181,Crag H,2.987,-1.443
6182,Little Eaton Quarry,2.983,-1.457
6183,Pleasley Vale,3.181,-1.212
6184,Meden Trail Tunnel Pleasley,3.177,-1.230
6185,Pleasley Chimney Wall,3.178,-1.230
6186,Vale View Boulder,3.179,-1.228
6187,William hollins boulder,3.180,-1.229
6188,Forge Lane Quarry,3.184,-1.234
6189,Pleasley Park Quarry,3.185,-1.234
6190,Crag E,3.031,-1.482
6191,"Canal bridge, Somerset rd",2.458,-1.927
6192,Hockley Flyover Underpass,2.495,-1.915
6193,The Bournebrook Wall,2.448,-1.931
6194,University of Birmingham Buildings,2.450,-1.931
6195,Newbury Bridge,1.293,-1.337
6196,Crich Tors,3.079,-1.480
6197,Chasecliffe,3.076,-1.488
6198,Shining Cliff,3.067,-1.502
6199,Duke's Quarry,3.087,-1.504
6200,Robin Hood Quarries,3.090,-1.503
6201,The Alport Stone,3.061,-1.548
6202,Leashaw Brow,3.099,-1.502
6203,Birchwood Quarry,3.093,-1.516
6209,Castle Park,1.456,-2.588
6210,Redland road railway bridge,1.469,-2.597
6211,Gollums Cave,1.458,-2.628
6212,Merchant Venturers Compost Corner,1.460,-2.628
6213, Avon Gorge (Main Area),1.464,-2.630
6214, Avon Gorge (The Gulley),1.468,-2.630
6215, Leigh Woods,1.462,-2.635
6216,Avon Gorge (Sea Walls Area),1.468,-2.633
6217,Black Rocks (Eastville Park),1.481,-2.551
6218,Sea Mills Bridge,1.480,-2.648
6219,Abbots Pool - Boathouse Cavern,1.456,-2.669
6220,Snuff Mills Park,1.487,-2.538
6221,Hanham Woods,1.434,-2.518
6222, Avon Valley Sandstone,1.432,-2.517
6223,Blaise Castle Gorge,1.499,-2.635
6224,Sea Mills Boulders,1.487,-2.660
6225,Oldbury Court,1.492,-2.520
6226,Shipley Brake,1.431,-2.684
6227,Grove Bank Buttress,1.500,-2.513
6228, Bromley Heath,1.501,-2.512
6229,Ring Road Boulder,1.503,-2.514
6230,Ring Road Tower,1.503,-2.513
6231,Hambrook Wall,1.506,-2.514
6232,Bury Hill West,1.509,-2.498
6233, Winterbourne Down,1.512,-2.496
6234,Bourton Combe,1.414,-2.712
6235, Huckford Quarry,1.517,-2.497
6236,The Chalks,1.363,-2.604
6237,Wick Quarry,1.459,-2.421
6238,Pylon King's Secret Crag,1.341,-2.616
6239, Goblin Combe,1.384,-2.762
6240,Greyfield Woods,1.323,-2.526
6241,Portishead Coast,1.475,-2.815
6242,The Rift,1.463,-2.834
6243,Compton Martin Quarry,1.308,-2.659
6244,Strawberry Woods,1.442,-2.845
6245,Ladye Bay (Clevedon),1.452,-2.852
6246,Rock of Ages (Burrington Combe),1.326,-2.753
6247,Clevedon Pier,1.444,-2.862
6248, Springfield Quarry,1.361,-2.362
6249,Ubley Warren Rocks,1.295,-2.709
6250,Bathampton Rocks,1.385,-2.323
6251,Upper Black Rock Buttress,1.286,-2.741
6252, Cheddar Gorge South,1.288,-2.750
6253,Brown's Folly,1.393,-2.297
6254,Sally in the Woods,1.385,-2.298
6255, Sandford Quarry,1.327,-2.833
6256,The Perch Quarry,1.296,-2.787
6257, Cheddar Gorge North,1.284,-2.763
6258,Meds Cave,1.285,-2.767
6259,Draycott Sleights,1.261,-2.739
6260, Not Rees Moggs Playground,1.281,-2.801
6261,Knightcott Rocks,1.326,-2.886
6262, Wyndcliff Quarry,1.674,-2.682
6263, Horrington Hill Quarry,1.227,-2.609
6264,"Guy's Rift, aka Cloud Quarry.",1.461,-2.226
6265, Shorn Cliff,1.690,-2.663
6266,Sand Point,1.389,-2.973
6267,Dinder Wood,1.206,-2.591
6268,Correges Cumb,1.205,-2.571
6269,Windsor Hill Quarry,1.205,-2.559
6270,Croscombe Valley Cliffs,1.202,-2.571
6271,Train Sheds (aka 2nd quarry Vallis),1.241,-2.351
6272,Titwell Wood,1.193,-2.571
6273,Toll Road Crags,1.359,-2.988
6274,Vallis Vale,1.237,-2.349
6275,Axe Quarry,1.325,-3.002
6276,Buzzard Quarry,1.749,-2.636
6277,Coaley Wood Crag,1.693,-2.310
6278,Hang Hill Quarry,1.756,-2.575
6279,Testing,1.651,-2.974
6280,Ellwood,1.772,-2.589
6281,Usk Railway bridge,1.705,-2.907
6282,Westbury Beacon,1.260,-2.149
6283,Longleat Boulders,1.181,-2.256
6284,Staple Edge Quarry (Ruspidge West Quarry),1.803,-2.512
6285,Henllys Quarry,1.644,-3.076
6286,Rodge Wood,1.808,-2.663
6287,Ruspidge Halt,1.811,-2.509
6288,Near Hearkening Rock,1.817,-2.661
6289,Lavernock Point,1.403,-3.179
6290,The Suckstone,1.823,-2.667
6291,Cwmcarn Quarry,1.639,-3.127
6292,Sirhowy,1.612,-3.150
6293,Sully Island,1.395,-3.199
6294,Haresfield Beacon,1.773,-2.251
6295,Biblins Cave,1.835,-2.659
6296,Lydbrook Rec wall,1.837,-2.577
6297,Little Haresfield,1.778,-2.263
6298,Gandalf's Crag,1.774,-2.252
6299,Cefn Onn Quarry,1.559,-3.193
6300,The Wyastone,1.840,-2.678
6301,Tirpentwys,1.694,-3.090
6302,West End Buttress,1.654,-3.135
6303,Nailbridge,1.844,-2.515
6304, Huntsham Crags,1.850,-2.637
6305,Wye Valley Boulder Cave X,1.854,-2.680
6306,Garn Clochdy,1.750,-3.039
6307,Hope Mansel,1.862,-2.531
6308,Crymlyn Quarries,1.686,-3.137
6309, Bendrick Point,1.396,-3.247
6310,Bedwas Boulder,1.604,-3.216
6311,Woodfieldside,1.666,-3.189
6312, Taff's Well West,1.538,-3.268
6313,Buckingham Palace,1.555,-3.267
6314,Barry Island and Friars Point,1.386,-3.279
6315,Penallta,1.645,-3.247
6316,Bargoed,1.696,-3.229
6317,Gilwern,1.804,-3.092
6318,Graig-Y-Bedw,1.718,-3.230
6319,The Steps (ponty Common),1.597,-3.335
6320,Tir phil blocs,1.721,-3.250
6321,Fiddelers elbow boulders,1.654,-3.310
6322,Navigation Boulders,1.639,-3.321
6323,Mill Street Bouldering (Pontypridd),1.602,-3.345
6324,The Darren ,1.612,-3.344
6325,The Little Gap,1.655,-3.317
6326,Nant Clydach,1.625,-3.337
6327,The Lonely Shepherd Area (Llangattock),1.818,-3.133
6328,White Rocks,1.608,-3.352
6329,Goitre Coed Rocks,1.654,-3.327
6330,The Gap,1.658,-3.331
6331,Abertysswg,1.742,-3.258
6332,Ynysyboeth,1.660,-3.339
6333,Hopkins bloc,1.616,-3.368
6334,Ham Hill Quarry,0.947,-2.741
6335,Trehafod,1.611,-3.383
6336,Llangattock Escarpment (Chwar Pant y Rhiw),1.833,-3.158
6337,Clogfaen Gigfran,1.684,-3.344
6338,Leckhampton Hill,1.865,-2.077
6339,Troedyrhiw,1.708,-3.337
6340,Mount Boulders,1.676,-3.363
6341,Mountain Ash,1.677,-3.364
6342,Llangattock Escarpment (Craig y Castell),1.842,-3.187
6343,Cymmer (Punk Rocks),1.608,-3.418
6344,Llangattock (Craig y Castell Western Extension),1.843,-3.204
6345, Quarry Road,1.473,-3.469
6346,Marlborough Bridge,1.426,-1.714
6347,Llangynidr North,1.845,-3.232
6348,Space Mountain,2.015,-2.711
6349,Twynan Gwynion Boulder,1.784,-3.354
6350,Twynau Gwynion Quarries,1.785,-3.357
6351,Morlais Quarries,1.779,-3.382
6352,Buckland Hill,1.885,-3.242
6353,Cleeve Hill,1.928,-2.024
6354,"Castle Rock, Gloucestershire",1.933,-2.025
6355,Cilsanws Boulders,1.767,-3.410
6356,Nash Point,1.404,-3.561
6357,Treherbert Quarrry (Rhondda Pillar),1.667,-3.538
6358,Wild West Boulders (treherbert Mountain),1.673,-3.538
6359, Witches Point,1.442,-3.607
6360, The Creek,1.702,-3.560
6361, Ogmore Bouldering,1.460,-3.637
6362,Hurlstone Point,1.231,-3.578
6363,Gwynfi Boulder,1.665,-3.600
6364,Deryn boulders,1.794,-3.518
6365,Beacon Hill Quarry,0.965,-3.321
6366,The King and Queen Stones,2.046,-2.081
6367, Westminster Arms Quarry (Malvern),2.112,-2.344
6368,Table Hill,2.115,-2.345
6369,Broomhill Quarry,2.117,-2.346
6370, Dinas Rock,1.760,-3.576
6371,The Malverns - Reservoir Wall,2.121,-2.339
6372,Clock Tower wall,2.121,-2.337
6373,Cefnygarreg Boulders,1.810,-3.537
6374,Elephant Stone,2.060,-2.064
6375, Penllynionon,1.809,-3.564
6376,Frozen Wave Area (Porthcawl),1.480,-3.721
6377,Box Bay,1.484,-3.724
6378,Permanent Wave Area,1.486,-3.724
6379,Conglomerate Bay Area,1.486,-3.726
6380,Little Cromlech,1.487,-3.726
6381,Golf Bay - Porthcawl,1.493,-3.731
6382,The Megaboard,1.236,-3.728
6383,Inn Crag,1.695,-3.740
6384,Bilberry Boulders,1.826,-3.650
6385,Craig y Nos - Dan yr Ogof,1.821,-3.683
6386, Cilfrew Edge,1.683,-3.787
6387,The Standlake Boulder,1.724,-1.419
6388,Lynmouth,1.232,-3.821
6389,Newbury Bridge,1.293,-1.337
6390,Neath Abbey Quarry,1.673,-3.844
6391,Drumau Road,1.665,-3.849
6392,Valley of Rocks,1.232,-3.856
6393,Wringcliff Beach,1.231,-3.860
6394,Ebrington Hill,2.082,-1.728
6395,Southstone Rock,2.273,-2.428
6396,Lee Bay Boulders,1.228,-3.875
6397,The Tom stone,0.685,-3.104
6398,Ynys Mond Boulder,1.696,-3.898
6399,Clydach Boulder,1.700,-3.909
6400, Lulworth,0.618,-2.250
6401,Swansea Bay,1.612,-3.961
6402,Bracelet Bay,1.568,-3.978
